,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,Attrition,EducationField_Human_Resources,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,DailyRate,MonthlyIncome
201,30,3,3,4,3,4,1,5,11,0,8,3,5,2,1,0,0,0,0,0,1,0,0,1,0,1,0.290462428,-0.498032464
202,41,6,3,4,3,1,4,3,18,0,16,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.132947977,2.191096901
203,30,26,4,3,2,2,1,5,15,0,9,2,6,3,1,0,0,1,0,0,0,0,0,1,1,0,-0.679190751,0.495327103
204,29,1,3,3,3,4,3,0,14,0,7,2,6,2,1,0,0,0,0,0,1,0,0,1,1,0,0.271676301,-0.645351697
205,45,6,3,4,2,2,4,6,12,0,23,3,19,7,0,0,0,0,1,0,0,0,0,1,1,0,0.358381503,1.028775209
206,54,3,3,4,3,2,1,2,14,1,16,3,6,2,0,0,0,1,0,0,0,0,1,0,1,0,0.49566474,0.309394983
207,36,5,2,4,3,9,2,8,16,0,16,4,13,11,0,0,1,0,0,0,0,0,0,1,1,0,0.855491329,0.303000492
208,33,4,4,3,2,4,2,6,21,0,7,3,3,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.949421965,-0.506640433
209,37,11,3,2,3,3,4,1,14,3,10,3,10,8,0,0,0,0,0,1,0,1,0,0,0,1,-0.203757225,1.845302509
210,38,3,3,1,3,2,3,0,12,2,17,2,16,10,0,0,1,0,0,0,0,1,0,0,1,0,-0.989884393,1.457697983
211,31,1,4,3,1,6,3,0,12,1,6,3,5,4,0,0,0,0,1,0,0,0,1,0,1,0,0.252890173,-0.08288244
212,59,3,3,3,2,4,4,3,17,1,7,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.956647399,-0.616084604
213,37,4,4,1,3,8,4,4,17,1,13,3,9,8,0,0,0,1,0,0,0,1,0,0,1,0,-0.700867052,-0.464584358
214,29,1,1,2,3,2,4,1,14,1,11,3,11,10,0,0,0,0,1,0,0,0,1,0,1,0,0.880057803,0.795868175
215,35,1,3,3,3,2,3,1,14,0,10,4,10,7,0,0,0,1,0,0,0,0,0,1,1,0,0.202312139,1.01008362
216,29,18,1,3,2,4,4,1,13,0,4,2,4,3,1,0,0,0,1,0,0,0,0,1,0,1,0.132947977,-0.563944909
217,52,2,3,3,2,9,4,7,15,0,6,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0.75,-0.361534678
218,59,6,2,2,3,5,3,8,17,0,7,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0.020231214,-0.593949828
219,33,14,3,3,3,9,4,5,13,1,8,1,5,4,1,0,0,0,1,0,0,0,1,0,0,1,0.01300578,-0.552385637
220,43,16,3,4,3,1,4,5,22,1,22,3,17,13,0,0,0,1,0,0,0,0,1,0,0,1,0.332369942,2.799311363
221,33,2,2,1,3,9,1,7,20,0,13,4,9,7,1,0,1,0,0,0,0,0,1,0,1,0,-0.489884393,-0.485735366
222,32,4,2,3,3,8,2,2,11,1,6,3,4,3,0,0,1,0,0,0,0,0,1,0,1,0,0.862716763,-0.18470241
223,32,1,3,4,2,9,3,0,14,0,4,1,3,2,1,0,1,0,0,0,0,0,0,1,0,1,-0.417630058,-0.234136744
224,39,1,4,3,3,9,3,7,14,3,7,3,3,2,0,0,0,0,1,0,0,1,0,0,1,0,0.906069364,-0.602557796
225,32,26,4,3,3,2,4,0,18,0,4,3,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0.248554913,-0.053369405
226,41,19,2,3,3,4,1,2,16,2,17,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.87716763,-0.395966552
227,40,24,2,1,3,4,4,1,17,2,9,3,9,8,0,0,0,0,0,0,1,1,0,0,1,0,0.716763006,-0.335218888
228,31,3,4,2,3,3,3,9,12,1,9,3,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0.755780347,2.211756026
229,33,5,4,3,2,4,4,1,13,1,2,2,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0.040462428,-0.435563207
230,34,2,4,4,2,6,1,6,13,1,13,3,11,9,0,0,1,0,0,0,0,0,1,0,1,0,-0.48265896,0.313575996
231,37,1,2,3,2,4,1,2,14,1,17,2,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0.307803468,-0.187407772
232,45,7,4,1,4,6,3,4,17,1,9,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.570809249,0.43089031
233,37,10,3,1,3,6,3,6,11,2,17,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.433526012,1.319724545
234,39,2,4,3,3,7,3,0,25,0,20,3,19,6,0,0,0,0,0,0,1,0,0,1,1,0,-0.432080925,1.538612887
235,29,15,3,3,3,4,4,1,19,0,6,3,6,5,0,0,1,0,0,0,0,0,0,1,1,0,-0.200867052,-0.575996065
236,42,17,2,4,4,4,1,3,13,0,10,3,3,2,0,0,1,0,0,0,0,0,0,1,0,1,0.161849711,0.458189867
237,29,20,2,4,3,2,4,2,14,1,10,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0.64017341,0.553123463
238,25,1,3,1,3,6,3,0,12,2,5,3,4,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.171965318,0.053123463
239,42,2,3,4,2,9,1,0,11,1,10,3,9,6,0,0,0,0,1,0,0,1,0,0,0,1,-0.773121387,-0.51377275
240,51,1,3,3,3,4,4,1,11,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.041907514,-0.481800295
241,31,29,2,3,2,9,2,0,11,0,6,4,5,4,1,0,0,0,1,0,0,0,0,1,1,0,-0.718208092,-0.295868175
242,32,7,3,2,4,9,2,1,20,0,5,1,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0.73265896,-0.464338416
243,38,2,2,4,2,2,4,3,18,1,13,3,8,7,0,0,1,0,0,0,0,0,1,0,1,0,0.755780347,0.13944909
244,32,2,1,4,2,9,1,4,13,0,9,3,6,2,0,0,0,0,0,0,1,0,0,1,1,0,-0.976878613,-0.616330546
245,46,2,3,3,1,1,2,3,12,1,28,2,7,7,0,0,0,0,0,0,1,0,1,0,0,1,-0.456647399,2.998032464
246,28,2,4,1,3,9,3,2,11,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.397398844,-0.294392523
247,29,2,3,1,2,2,2,2,19,2,10,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.586705202,0.482538121
248,31,23,3,2,2,7,4,0,21,1,10,3,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0.952312139,0.221347762
249,25,5,2,2,4,7,1,1,12,2,6,3,6,3,0,0,1,0,0,0,0,1,0,0,1,0,-0.186416185,-0.167732415
250,45,20,2,3,3,7,4,0,14,0,21,3,20,7,0,0,0,0,1,0,0,0,1,0,0,1,0.839595376,2.167732415
251,36,6,3,4,3,9,4,0,11,1,16,3,15,13,0,0,1,0,0,0,0,0,1,0,1,0,0.865606936,-0.362026562
252,47,29,4,1,3,1,2,1,12,1,10,2,10,7,1,0,1,0,0,0,0,0,1,0,0,1,-0.199421965,1.762666011
253,28,9,3,4,3,4,4,1,23,1,5,2,5,2,0,0,0,0,1,0,0,0,1,0,1,0,0.511560694,-0.642400394
254,37,6,4,3,3,2,4,4,14,1,7,4,5,4,0,0,0,0,1,0,0,0,1,0,1,0,-0.832369942,0.447614363
255,21,3,2,4,2,4,3,1,17,0,3,4,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0.277456647,-0.357107723
256,37,1,4,1,3,3,4,2,18,2,15,3,5,2,0,0,0,0,1,0,0,1,0,0,0,1,-0.10982659,2.194048205
257,35,22,3,2,4,1,2,7,18,1,10,2,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0.738439306,1.798819479
258,38,7,2,1,4,2,1,1,24,1,8,3,8,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.696531792,0.227004427
259,26,1,3,3,3,6,2,1,20,1,6,1,6,5,0,0,1,0,0,0,0,1,0,0,1,0,0.975433526,0.421790457
260,42,1,1,2,3,2,3,1,25,0,20,3,20,16,0,0,1,0,0,0,0,0,1,0,1,0,-0.244219653,0.05533694
261,29,2,2,2,3,2,4,1,18,0,10,2,10,7,0,0,1,0,0,0,0,0,0,1,1,0,-0.523121387,-0.031480571
262,55,20,2,2,3,9,4,3,19,1,12,3,10,7,0,0,0,0,0,0,1,0,1,0,0,1,-0.949421965,0.180275455
263,26,11,2,1,3,7,1,1,13,1,5,3,5,3,0,0,0,0,1,0,0,0,1,0,0,1,-0.445086705,0.014510576
264,37,1,3,4,3,4,4,1,12,0,17,3,17,12,0,0,1,0,0,0,0,0,0,1,1,0,0.820809249,-0.631333005
265,44,24,3,4,3,9,3,3,22,1,19,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.167630058,-0.374077718
266,38,23,4,4,3,7,4,9,14,1,10,3,2,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.167630058,0.261436301
267,26,16,4,1,3,9,2,2,13,1,5,3,3,2,1,0,0,0,1,0,0,1,0,0,0,1,0.932080925,-0.56787998
268,28,8,2,4,3,4,4,1,21,0,5,3,5,3,0,0,1,0,0,0,0,0,0,1,1,0,0.452312139,-0.337432366
269,36,3,3,3,3,4,2,4,12,0,10,3,8,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.430635838,-0.048450566
270,31,5,3,4,3,8,2,1,11,1,2,2,2,2,0,0,0,1,0,0,0,1,0,0,1,0,-0.520231214,-0.465568126
271,26,4,4,4,2,2,4,1,12,0,8,3,8,7,1,0,0,1,0,0,0,0,0,1,0,1,0.210982659,0.281849484
272,37,9,3,2,3,4,4,1,12,3,4,2,4,2,0,0,0,0,1,0,0,0,1,0,0,1,0.12283237,-0.579439252
273,42,26,3,3,3,2,2,5,14,1,23,4,20,4,0,0,0,1,0,0,0,0,1,0,1,0,-0.35982659,2.174864732
274,18,3,3,3,3,9,3,1,13,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.829479769,-0.802262666
275,35,16,3,3,3,2,2,0,15,2,12,2,11,9,0,0,0,1,0,0,0,0,1,0,1,0,0.61849711,0.820954255
276,36,18,4,3,4,9,4,4,18,2,4,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.343930636,-0.244466306
277,51,2,3,4,1,6,2,5,18,1,13,3,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0.719653179,0.196753566
278,41,2,4,4,3,1,2,1,19,0,22,3,22,10,0,0,1,0,0,0,0,0,0,1,1,0,-0.679190751,2.787260207
279,18,10,3,4,2,8,3,1,12,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.011560694,-0.856369897
280,28,16,2,2,4,7,1,0,19,0,9,3,8,3,0,0,0,0,1,0,0,0,0,1,1,0,0.971098266,0.240777177
281,31,7,3,2,4,2,4,4,11,1,10,2,8,7,0,0,0,0,0,0,1,0,1,0,1,0,-0.846820809,0.552631579
282,39,1,3,3,4,7,4,0,17,3,19,2,18,10,0,0,0,0,1,0,0,1,0,0,1,0,0.473988439,1.212739793
283,36,24,4,2,3,9,2,7,15,1,11,3,9,8,0,0,1,0,0,0,0,0,1,0,1,0,0.434971098,0.243974422
284,32,7,3,4,2,2,3,1,14,1,13,2,13,8,0,0,1,0,0,0,0,0,1,0,1,0,0.147398844,0.19724545
285,38,25,2,1,2,3,2,3,17,1,19,3,10,8,0,0,1,0,0,0,0,0,1,0,1,0,0.065028902,1.814805706
286,58,1,4,4,1,7,3,2,13,1,12,3,5,3,0,0,1,0,0,0,0,1,0,0,0,1,-0.598265896,0.240531235
287,31,5,4,3,3,4,4,0,12,1,6,3,5,2,0,0,0,0,0,0,1,0,1,0,0,1,-0.163294798,0.034185932
288,31,2,3,1,2,5,1,3,12,0,9,3,2,2,0,1,0,0,0,0,0,0,1,0,1,0,-1.00867052,0.424987703
289,45,7,3,1,3,9,1,1,18,1,24,3,24,9,0,0,1,0,0,0,0,1,0,0,1,0,0.643063584,0.129857354
290,31,2,4,3,3,4,4,0,18,1,3,1,2,2,0,0,1,0,0,0,0,1,0,0,0,1,-0.884393064,-0.48868667
291,33,5,4,4,3,1,2,6,11,2,12,3,10,6,0,0,1,0,0,0,0,0,1,0,1,0,-0.362716763,1.769798328
292,43,10,4,3,3,9,4,0,19,0,9,3,8,7,0,0,1,0,0,0,0,0,0,1,1,0,-0.894508671,-0.54771274
293,49,1,2,3,2,7,3,7,12,0,25,3,7,1,0,0,0,0,0,0,1,0,0,1,0,1,0.414739884,2.282833251
294,52,8,4,3,2,4,2,2,15,0,11,2,8,2,1,0,0,0,1,0,0,0,1,0,1,0,-0.117052023,0.063698967
295,27,5,3,3,3,4,2,1,12,0,4,2,4,3,0,0,1,0,0,0,0,0,0,1,0,1,0.601156069,-0.542056075
296,32,8,2,3,2,2,2,1,11,0,13,3,13,12,0,0,0,0,0,0,1,0,1,0,0,1,-0.312138728,0.134284309
297,27,2,3,4,3,2,3,1,11,0,5,3,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0.828034682,-0.050172159
298,31,7,3,4,3,2,4,4,12,3,13,3,7,7,0,0,0,1,0,0,0,1,0,0,1,0,-0.163294798,0.704623709
299,32,2,4,1,4,4,4,7,16,0,10,2,7,7,0,0,0,0,1,0,0,0,0,1,1,0,0.309248555,0.09173635
300,28,2,4,1,1,4,4,5,13,0,5,2,3,2,1,0,0,0,1,0,0,0,1,0,0,1,0.510115607,-0.299557304
301,30,28,2,4,3,4,4,1,13,2,11,3,10,8,0,0,0,0,1,0,0,0,1,0,1,0,0.680635838,0.26881456
302,31,7,2,3,2,6,3,1,24,1,10,3,10,9,0,0,1,0,0,0,0,0,1,0,1,0,-0.00867052,1.047958682
303,39,3,2,4,3,2,3,4,18,0,12,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.51734104,0.136743728
304,33,10,3,2,2,2,4,3,14,0,9,2,7,7,0,0,0,1,0,0,0,0,0,1,1,0,-0.427745665,0
305,43,10,4,3,2,9,3,1,11,1,9,4,9,7,0,0,1,0,0,0,0,1,0,0,1,0,-0.354046243,0.141416626
306,27,1,1,3,3,2,2,0,13,1,6,3,5,4,0,0,0,1,0,0,0,0,1,0,0,1,-0.858381503,0.409985243
307,54,20,4,4,3,4,3,3,12,0,20,2,4,3,0,0,1,0,0,0,0,0,0,1,1,0,0.179190751,0.045991146
308,43,7,3,3,3,7,1,8,16,1,10,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.284682081,1.304230202
309,45,8,4,4,3,4,4,9,14,2,12,3,10,9,0,0,0,0,0,1,0,0,1,0,1,0,-0.36849711,-0.242252828
310,40,1,2,2,1,2,4,2,22,3,6,2,4,3,0,0,0,0,1,0,0,0,1,0,0,1,0.462427746,0.682488933
311,29,8,4,2,1,9,1,1,11,0,7,2,7,7,1,0,0,0,0,1,0,0,1,0,0,1,-0.702312139,-0.630349238
312,29,9,5,2,2,9,4,0,17,0,4,3,3,2,0,0,0,0,0,1,0,0,0,1,1,0,-0.095375723,-0.171913428
313,30,5,3,4,2,2,3,1,13,3,10,3,10,9,0,0,0,1,0,0,0,1,0,0,1,0,-0.338150289,0.353172651
314,27,8,4,2,3,2,2,1,18,1,8,3,8,7,0,0,0,1,0,0,0,0,1,0,1,0,0.471098266,0.376783079
315,37,5,2,4,3,6,4,7,16,2,8,2,6,2,0,0,0,0,1,0,0,1,0,0,1,0,0.560693642,0.40949336
316,38,15,2,3,2,3,4,0,14,1,12,3,11,10,0,0,1,0,0,0,0,1,0,0,0,1,-0.666184971,1.679291687
317,31,7,4,3,3,6,4,1,14,0,11,2,11,9,0,0,0,0,1,0,0,0,0,1,0,1,0.61849711,0.605263158
318,29,10,1,4,2,2,2,1,14,2,7,3,7,7,0,0,0,1,0,0,0,1,0,0,0,1,-0.953757225,0.88194786
319,35,5,4,3,3,6,2,0,13,0,17,3,16,6,0,0,0,0,0,0,1,0,0,1,1,0,0.710982659,0.839399902
320,23,26,1,3,3,4,4,1,12,2,4,2,4,2,0,0,1,0,0,0,0,1,0,0,1,0,0.729768786,-0.437284801
321,41,6,3,4,2,6,2,6,15,0,8,3,5,4,0,0,0,0,1,0,0,0,0,1,0,1,-0.463872832,0.332021643
322,47,4,1,2,3,8,3,3,19,0,5,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.729768786,-0.41957698
323,42,23,5,1,3,3,4,2,14,0,16,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.00867052,2.781603542
324,29,2,3,4,3,2,3,1,14,1,4,2,4,3,0,0,1,0,0,0,0,0,1,0,1,0,-0.083815029,-0.008116085
325,42,2,1,3,3,5,3,0,11,1,4,3,3,2,0,0,0,0,0,0,1,1,0,0,0,1,-0.375722543,-0.488440728
326,32,2,3,3,3,9,2,1,13,1,8,3,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0.37283237,-0.568617806
327,48,29,1,1,3,1,3,3,21,1,15,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.395953757,1.923757993
328,37,6,3,3,4,4,1,4,13,2,13,3,7,7,0,0,0,0,1,0,0,1,0,0,0,1,0.744219653,0.317757009
329,30,25,2,4,3,2,3,7,12,1,4,4,2,2,0,0,0,0,0,0,1,0,1,0,0,1,-0.235549133,0.013280866
330,26,1,3,3,3,2,3,1,17,1,8,3,8,7,0,0,1,0,0,0,0,0,1,0,1,0,0.186416185,0.151008362
331,42,2,4,1,2,7,4,3,23,0,14,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.76300578,0.516232169
332,21,1,1,1,2,8,2,1,11,0,3,3,3,2,1,0,0,0,0,0,1,0,0,1,0,1,-0.069364162,-0.61682243
333,36,1,5,4,3,2,4,4,15,0,7,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.059248555,0.484751599
334,36,3,4,1,2,2,4,4,11,1,16,3,13,9,0,0,0,0,1,0,0,0,1,0,1,0,-0.380057803,1.233890802
335,57,1,4,4,3,7,3,2,11,0,15,3,3,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.304913295,0.509837678
336,40,10,4,4,4,9,3,3,13,1,10,3,7,7,0,0,1,0,0,0,0,0,1,0,0,1,0.530346821,-0.607230694
337,21,9,2,1,3,8,4,1,24,0,3,2,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0.13150289,-0.509591736
338,33,5,3,4,3,8,3,1,13,0,1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,-0.656069364,-0.450319725
339,37,10,3,3,3,9,1,6,20,1,17,3,5,4,0,0,0,0,1,0,0,0,1,0,1,0,0.169075145,-0.302508608
340,46,7,4,3,3,6,3,2,14,0,7,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.49132948,0.141662568
341,41,4,3,1,3,2,2,1,18,0,8,3,8,7,1,0,0,1,0,0,0,0,0,1,1,0,-0.955202312,1.149286768
342,50,10,3,4,2,7,4,6,15,0,20,3,4,3,0,0,0,0,0,0,1,0,0,1,1,0,0.349710983,1.429906542
343,40,22,2,3,2,2,3,2,12,2,8,3,6,4,1,0,0,1,0,0,0,0,1,0,0,1,-0.330924855,0.417609444
344,31,9,4,3,2,4,2,0,16,0,3,3,2,2,0,0,1,0,0,0,0,0,0,1,0,1,-0.572254335,-0.498032464
345,21,12,3,3,4,8,2,1,15,0,1,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.936416185,-0.483521889
346,29,23,3,4,3,4,4,9,16,0,6,3,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0.692196532,-0.610181997
347,35,9,4,3,2,7,2,9,19,0,10,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,-0.070809249,0.456960157
348,27,1,2,4,3,9,2,1,11,1,5,3,5,2,0,0,0,0,1,0,0,1,0,0,1,0,0.960982659,-0.212985735
349,28,9,4,2,3,2,4,1,16,0,7,3,7,5,0,0,1,0,0,0,0,0,0,1,1,0,-0.722543353,0.140432858
350,49,7,3,2,2,7,3,8,24,0,26,3,5,2,0,0,0,0,0,1,0,0,0,1,1,0,0.660404624,1.54525332
351,51,14,2,3,3,2,4,4,11,1,18,2,7,7,0,0,1,0,0,0,0,0,1,0,1,0,0.540462428,0.062469257
352,36,2,3,4,3,4,3,4,13,1,6,3,2,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.686416185,-0.526069848
353,34,19,3,1,4,2,4,8,13,0,9,2,5,2,1,0,0,1,0,0,0,0,0,1,0,1,0.806358382,0.152975898
354,55,2,3,3,3,1,4,2,13,0,30,3,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0.73265896,2.945646827
355,24,10,4,4,3,2,3,1,12,1,5,4,5,2,0,0,0,1,0,0,0,1,0,0,0,1,0.819364162,-0.103787506
356,30,2,1,3,3,8,2,1,18,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.869942197,-0.542547959
357,26,3,1,3,3,4,1,0,22,0,7,3,6,4,1,0,0,0,0,0,1,0,0,1,1,0,-0.330924855,-0.388588293
358,22,11,3,1,3,4,2,1,13,1,2,3,2,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.796242775,-0.599606493
359,36,2,2,2,2,2,3,1,13,2,10,3,10,9,0,0,0,0,1,0,0,0,1,0,1,0,-0.924855491,0.716674865
360,30,4,3,3,3,4,4,9,23,0,3,3,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.49132948,-0.589522873
361,37,14,3,4,3,9,1,1,12,1,18,2,18,7,0,0,1,0,0,0,0,1,0,0,1,0,0.437861272,-0.405312346
362,40,2,2,4,3,2,2,7,12,2,8,3,5,4,0,0,0,1,0,0,0,1,0,0,1,0,-0.065028902,0.254058042
363,42,1,4,2,3,9,1,3,16,1,8,3,5,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.871387283,-0.517953763
364,37,10,4,3,3,6,2,2,12,0,18,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.723988439,-0.119281849
365,43,12,3,1,2,3,2,1,11,1,25,3,25,10,0,0,1,0,0,0,0,1,0,0,1,0,0.257225434,2.37432366
366,40,2,3,2,2,9,3,6,22,1,20,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.35982659,-0.303492376
367,34,4,4,3,3,2,3,9,15,1,6,3,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0.833815029,0.456468273
368,31,7,2,2,3,6,1,1,12,1,13,1,13,10,0,0,0,0,1,0,0,0,1,0,1,0,-0.468208092,-0.092474176
369,43,21,3,4,3,9,4,7,20,1,8,3,3,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.709537572,-0.596163305
370,43,8,4,3,3,7,3,4,14,0,8,3,5,2,0,0,0,0,0,1,0,1,0,0,0,1,0.966763006,-0.039350713
371,25,4,2,2,2,2,4,1,11,0,5,3,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0.125722543,-0.047958682
372,37,25,5,2,3,4,3,3,15,2,15,3,13,11,0,0,0,0,1,0,0,0,1,0,0,1,0.374277457,-0.057304476
373,31,1,2,4,2,9,1,1,12,1,4,3,4,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.686416185,-0.606000984
374,56,6,3,3,4,2,1,9,11,3,36,2,7,7,0,0,1,0,0,0,0,0,1,0,1,0,0.147398844,2.097884899
375,30,12,3,2,3,2,3,0,11,0,6,3,5,4,0,0,0,0,0,0,1,0,0,1,1,0,0.401734104,0.46606001
376,41,1,3,2,4,2,1,1,16,1,10,3,10,7,0,0,0,1,0,0,0,0,1,0,1,0,-0.229768786,0.912444663
377,28,17,2,3,3,9,1,1,12,1,10,3,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0.716763006,-0.030496803
378,25,3,3,1,3,9,1,5,13,1,6,3,2,2,1,0,0,0,1,0,0,0,1,0,1,0,-0.167630058,-0.160108214
379,52,3,3,4,2,6,3,2,14,0,28,3,5,4,0,0,0,0,1,0,0,0,1,0,0,1,-0.700867052,0.808411215
380,45,10,2,1,3,4,4,3,21,2,8,2,2,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.884393064,-0.49877029
381,52,4,2,4,3,1,4,2,13,0,31,1,5,2,0,0,1,0,0,0,0,0,1,0,1,0,0.99132948,2.920068864
382,42,29,2,1,3,4,3,2,11,1,19,3,5,4,0,0,1,0,0,0,0,1,0,0,1,0,-0.393063584,-0.030988687
383,30,2,3,3,1,6,4,2,20,0,11,3,5,4,0,0,1,0,0,0,0,0,0,1,1,0,-0.703757225,0.346532218
384,46,18,3,3,3,6,3,2,14,1,19,2,10,7,0,0,0,0,1,0,0,1,0,0,1,0,0.984104046,0.031480571
385,42,28,4,4,2,7,4,0,11,3,7,4,6,5,0,0,0,0,0,0,1,0,1,0,1,0,0.815028902,-0.039104771
386,24,1,1,1,3,8,2,1,16,0,6,3,5,3,1,0,0,0,0,0,1,0,0,1,0,1,0.930635838,-0.363994097
387,34,6,2,4,1,8,3,0,16,1,3,2,2,2,1,0,0,1,0,0,0,1,0,0,1,0,-0.734104046,-0.573290703
388,38,2,2,4,3,9,4,1,23,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.99132948,-0.732907034
389,26,23,3,1,3,4,4,1,22,2,3,1,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0.787572254,-0.441711756
390,30,3,3,3,3,9,4,4,15,1,9,1,5,3,0,0,1,0,0,0,0,0,1,0,1,0,0.861271676,-0.635759961
391,29,3,4,2,2,3,3,1,18,0,10,3,10,2,0,0,0,0,1,0,0,0,1,0,1,0,0.26300578,1.783817019
392,29,25,5,3,2,4,2,5,16,0,6,4,2,2,1,0,0,0,0,0,1,0,1,0,1,0,-0.572254335,-0.525332022
393,19,2,2,1,2,5,4,1,12,0,1,4,1,0,1,0,0,0,0,0,1,0,0,1,1,0,-0.455202312,-0.520905066
394,30,22,4,3,3,2,1,0,11,0,10,3,9,8,0,0,0,0,0,1,0,0,1,0,1,0,0.858381503,0.917363502
395,57,29,3,1,2,1,4,3,12,1,32,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.858381503,2.320708313
396,30,2,3,3,3,9,4,0,14,0,12,2,11,7,0,0,0,0,1,0,0,0,0,1,1,0,0.450867052,-0.520905066
397,60,28,3,3,2,2,1,4,19,0,22,4,18,13,0,0,0,1,0,0,0,0,1,0,1,0,1.00433526,1.373339892
398,47,2,2,1,3,6,4,5,13,3,20,3,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0.25867052,0.09542548
399,35,22,3,4,1,9,3,0,15,0,6,3,5,4,0,0,1,0,0,0,0,0,0,1,1,0,-0.953757225,-0.111165765
400,54,8,4,3,3,9,3,7,11,0,19,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.369942197,-0.221839646
401,34,2,4,4,2,4,3,3,12,1,14,3,7,3,0,0,1,0,0,0,0,1,0,0,1,0,0.721098266,-0.470732907
402,46,10,3,3,2,2,4,2,19,1,15,3,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0.463872832,1.079439252
403,31,9,1,3,3,6,2,1,25,1,13,4,13,8,0,0,1,0,0,0,0,1,0,0,1,0,0.679190751,1.46728972
404,33,15,1,2,3,1,3,7,12,0,15,4,7,6,1,0,0,0,1,0,0,0,1,0,0,1,0.683526012,2.195769798
405,33,10,1,1,1,9,4,7,13,3,8,3,4,3,1,0,0,0,1,0,0,1,0,0,1,0,-0.313583815,-0.313330054
